id,date,primary_type,description,latitude,longitude
ca9859da1e,2016-10-21 21:46:00,CRIMINAL DAMAGE,TO PROPERTY,41.71108739480015,-87.58432114645677
cd87b07ba8,2016-04-23 18:01:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.73086439000953,-87.85508055649721
4062c11a3b,2018-12-15 07:06:00,ASSAULT,AGGRAVATED,41.65354324418744,-87.63547496937194
005d443bdf,2022-06-09 14:25:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.83177279373845,-87.59299832894895
e90a1f81e0,2022-09-01 10:37:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.87284901795996,-87.56979234045251
757b3d3625,2017-01-07 15:33:00,CRIMINAL DAMAGE,TO VEHICLE,41.63963688840975,-87.61325720630104
1c525c9dea,2016-09-26 20:39:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.66565099546063,-87.9071429427181
8915c22a3e,2023-04-07 19:00:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.60630170150442,-87.70795604627374
c2f04b67ab,2022-06-09 20:33:00,THEFT,OVER $500,42.03967480680009,-87.88538625057599
6b2d7aac5b,2018-12-22 20:40:00,THEFT,OVER $500,41.874742024558465,-87.70173338464377
bdb84da916,2020-02-16 05:07:00,ASSAULT,SIMPLE,41.62185444722627,-87.53973349442651
4aa150f261,2020-02-06 19:00:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.72016477144741,-87.72287748381487
54277b1929,2020-10-09 13:50:00,ASSAULT,SIMPLE,41.846862801347896,-87.8447535369352
0d43b4446d,2019-05-30 20:08:00,CRIMINAL DAMAGE,TO PROPERTY,41.83462579890674,-87.8735074097476
cea168e6a5,2021-08-17 14:18:00,THEFT,OVER $500,41.770517447647826,-87.9145305178749
070de59950,2021-11-22 08:48:00,ASSAULT,AGGRAVATED,41.91731872303889,-87.65424443106872
23c4d45ebf,2023-12-11 17:04:00,BATTERY,SIMPLE,41.71719599762614,-87.92755466221692
eadd270e32,2018-08-26 02:40:00,THEFT,OVER $500,41.69005220954447,-87.62514088897834
19a8096470,2018-05-05 14:55:00,THEFT,$500 AND UNDER,41.981672760754975,-87.54559964562984
dfa9bee102,2017-02-07 20:17:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.702912856909556,-87.59997405521013
fcb336a46a,2022-03-08 12:53:00,ASSAULT,AGGRAVATED,41.73922167652653,-87.62584881897394
756cd75632,2018-04-12 20:27:00,CRIMINAL DAMAGE,TO PROPERTY,41.85425272033423,-87.88438274700349
1d48bc36fa,2023-06-16 08:24:00,ASSAULT,SIMPLE,41.76304062891376,-87.91203814017443
ecb0753c83,2020-03-10 21:27:00,CRIMINAL DAMAGE,TO PROPERTY,41.897530804063194,-87.81224284748144
584fdad068,2017-01-09 00:22:00,ASSAULT,SIMPLE,41.68762462986477,-87.79969209641827
ed5ea7d010,2021-02-11 04:38:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.85647422788414,-87.73595221680404
9d996ad45d,2020-04-09 16:30:00,BURGLARY,FORCIBLE ENTRY,41.84510036838105,-87.68414399363536
86936c7237,2019-06-08 17:06:00,NARCOTICS,POSS: HEROIN(WHITE),41.99783322914421,-87.76822637681072
8379794fba,2020-07-15 17:38:00,BURGLARY,UNLAWFUL ENTRY,41.60662583765823,-87.62139929853066
d7aaeec6f3,2023-12-26 18:05:00,ASSAULT,AGGRAVATED,41.69987443105775,-87.50290927148369
15569f80e4,2022-12-12 09:48:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.87411434716667,-87.60545058130286
91df93668d,2023-06-14 13:57:00,ASSAULT,SIMPLE,41.92398203328161,-87.69058948126963
d8f9a87f17,2019-03-12 15:20:00,THEFT,$500 AND UNDER,41.833484599008834,-87.67114405966835
78732bbc9c,2019-05-26 16:25:00,BATTERY,SIMPLE,41.8384105805392,-87.90823767128101
bb35b9654e,2019-06-26 09:13:00,THEFT,$500 AND UNDER,41.86186082097626,-87.88851581816988
3936e5f617,2022-04-17 18:36:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.660187540133975,-87.93884750091846
9ac87c33e6,2021-06-20 01:27:00,BURGLARY,FORCIBLE ENTRY,41.67774957727758,-87.77669421794965
54866051df,2019-07-18 19:08:00,BURGLARY,FORCIBLE ENTRY,41.78320065753849,-87.6639602418171
873f974157,2019-01-31 04:58:00,BATTERY,SIMPLE,41.743512692120746,-87.93515411708928
f1fbe82e26,2023-03-02 17:36:00,THEFT,$500 AND UNDER,42.03500059778928,-87.79444110457345
3f741d6ff6,2018-10-02 19:36:00,THEFT,$500 AND UNDER,41.707832913615874,-87.90380567611315
5696ddc3bf,2018-12-02 17:11:00,NARCOTICS,POSS: HEROIN(WHITE),41.78455876481487,-87.71456744733361
e915b325b9,2018-12-28 00:55:00,THEFT,OVER $500,41.79687605832474,-87.50358265376914
a8c1e8e930,2016-12-10 04:45:00,CRIMINAL DAMAGE,TO PROPERTY,41.81141391532966,-87.61103066227406
455ed8a82d,2020-07-15 17:19:00,ASSAULT,SIMPLE,41.83297760260752,-87.56403101537167
32987eff90,2021-04-24 18:50:00,ASSAULT,SIMPLE,41.94223305152936,-87.54948352358693
0b56c0cf92,2017-03-18 03:05:00,BATTERY,SIMPLE,41.681234699752665,-87.77584941232628
61d877e511,2019-01-28 15:36:00,CRIMINAL DAMAGE,TO VEHICLE,41.882297763477176,-87.7687366159237
8418c4186f,2023-03-26 14:40:00,THEFT,OVER $500,41.93402315150688,-87.94552975415633
a7c8046b3a,2020-09-24 20:10:00,BURGLARY,UNLAWFUL ENTRY,41.98320782578188,-87.85775004795697
acb70a41b9,2020-03-07 14:36:00,NARCOTICS,POSS: HEROIN(WHITE),41.66233824200577,-87.5346725007408
9b31a277ed,2019-01-16 10:42:00,CRIMINAL DAMAGE,TO VEHICLE,42.04421696562218,-87.94982177506796
a66d6fc937,2023-07-06 05:48:00,THEFT,$500 AND UNDER,41.74353994276301,-87.72898254754634
51c9cfc5c2,2023-10-23 22:38:00,BURGLARY,UNLAWFUL ENTRY,41.7821310767008,-87.92269507387891
0e1d92e00b,2020-05-30 12:27:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.84383942953982,-87.76378894656395
cbb46d8283,2021-01-10 08:21:00,CRIMINAL DAMAGE,TO PROPERTY,41.897625967152756,-87.90424115461865
f0f3ea6276,2021-11-18 01:51:00,BATTERY,DOMESTIC BATTERY SIMPLE,42.01920430971254,-87.77910052177408
62f9aad310,2022-11-28 15:55:00,CRIMINAL DAMAGE,TO VEHICLE,41.60561929340177,-87.58429837642628
ed22a8f15a,2023-02-16 05:13:00,BURGLARY,UNLAWFUL ENTRY,41.955423005122725,-87.87368096102706
2455d83ff4,2017-07-28 16:28:00,ASSAULT,SIMPLE,41.6460246261245,-87.53661490506194
91a20b6cc2,2018-06-05 00:39:00,CRIMINAL DAMAGE,TO VEHICLE,41.8253703211249,-87.72539363073437
fe3f2cefb5,2020-12-19 13:25:00,BURGLARY,UNLAWFUL ENTRY,41.7497258010337,-87.76616082779711
b9b0aed0a7,2023-03-15 12:21:00,THEFT,$500 AND UNDER,41.62580058077839,-87.90424943105336
46b244701b,2022-09-20 03:22:00,CRIMINAL DAMAGE,TO PROPERTY,41.69821240951814,-87.58221405276032
1b3455d255,2019-12-22 22:59:00,CRIMINAL DAMAGE,TO VEHICLE,41.71125557543454,-87.59341932315542
b4ceb93335,2023-01-17 14:43:00,CRIMINAL DAMAGE,TO PROPERTY,41.920814439385154,-87.9068429306276
6ed3a769fc,2021-02-09 14:10:00,THEFT,$500 AND UNDER,41.83807838728801,-87.90536830982104
48138205da,2020-01-25 22:36:00,THEFT,OVER $500,41.63367386001079,-87.8281129428046
a20384a985,2022-02-03 16:45:00,BURGLARY,UNLAWFUL ENTRY,41.654228847715764,-87.6386870822659
6031b01443,2020-05-26 19:28:00,BURGLARY,UNLAWFUL ENTRY,41.9713367817013,-87.58820209341206
6b4604331c,2020-10-16 16:05:00,THEFT,$500 AND UNDER,41.71506081313858,-87.91529842341137
d68631082b,2018-03-15 04:39:00,BURGLARY,UNLAWFUL ENTRY,41.75755233957231,-87.86122552775582
b6b2ab07ad,2020-04-22 09:23:00,BATTERY,SIMPLE,41.78853076618613,-87.50257474696981
efbbc338ff,2017-04-02 00:06:00,CRIMINAL DAMAGE,TO VEHICLE,41.92731528673696,-87.71913293884342
6cdc50c989,2018-05-27 13:11:00,CRIMINAL DAMAGE,TO PROPERTY,41.84017920625024,-87.89133046250551
699f443727,2022-02-17 01:29:00,CRIMINAL DAMAGE,TO VEHICLE,41.97844621817352,-87.87624408114507
ef1bd6a117,2021-02-04 23:21:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.72600450447009,-87.60214156841577
b6a96827aa,2018-09-24 17:44:00,CRIMINAL DAMAGE,TO PROPERTY,41.882763688929906,-87.88022599251174
2ead7596f7,2017-09-27 12:15:00,THEFT,$500 AND UNDER,41.80379456306837,-87.55792411004533
fa4f8061b5,2019-07-13 23:26:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.65722550044994,-87.94670721548817
732af57a8a,2016-08-06 11:46:00,BURGLARY,FORCIBLE ENTRY,41.65347779255557,-87.68928784285505
aab65bedfc,2022-12-18 15:16:00,CRIMINAL DAMAGE,TO PROPERTY,41.973742137304605,-87.64139660942733
7ac502d17a,2018-07-26 21:52:00,BURGLARY,UNLAWFUL ENTRY,41.74461226334699,-87.81682847928987
4335cde43c,2019-11-17 12:15:00,THEFT,$500 AND UNDER,41.76992893840497,-87.83166712518297
5e92b27d6a,2023-07-12 07:39:00,THEFT,$500 AND UNDER,41.955121087435174,-87.7750767917891
0704ab1ea3,2018-03-19 06:09:00,ASSAULT,SIMPLE,41.62573147920572,-87.72953859835344
542600a4e4,2019-04-05 19:41:00,CRIMINAL DAMAGE,TO VEHICLE,41.72073908164422,-87.67232993925046
297623fdca,2021-03-22 17:18:00,BATTERY,SIMPLE,41.80571027706413,-87.75591205218734
9cc2c47103,2020-05-16 13:49:00,CRIMINAL DAMAGE,TO VEHICLE,41.8849035057749,-87.67245787902313
7d5fab6958,2018-06-07 19:14:00,BURGLARY,UNLAWFUL ENTRY,41.82182541621114,-87.89678830244596
b07459a5a2,2021-06-06 18:04:00,ASSAULT,AGGRAVATED,41.79072202999134,-87.54479152886576
a769454439,2022-07-27 07:10:00,THEFT,$500 AND UNDER,41.66738898328493,-87.91539480321546
e4f6b2965c,2021-08-01 12:07:00,CRIMINAL DAMAGE,TO VEHICLE,41.730441335627205,-87.69736713563417
0f57e43d4d,2017-01-28 19:18:00,ASSAULT,SIMPLE,41.84560149843217,-87.54643685439771
2c07c26a7d,2023-04-15 09:18:00,ASSAULT,SIMPLE,42.036214591907246,-87.59116957930424
f127814a5d,2021-07-21 21:12:00,BURGLARY,FORCIBLE ENTRY,41.71045156229468,-87.67947361500256
430d52dbbc,2023-08-04 15:25:00,ASSAULT,AGGRAVATED,41.88865564447841,-87.68376554495674
33767c0eef,2021-05-16 00:30:00,CRIMINAL DAMAGE,TO PROPERTY,41.9661690338501,-87.71586901049689
3d95364ec1,2017-07-18 07:19:00,BATTERY,SIMPLE,41.83018675185705,-87.6450096246449
078ab33bc7,2019-06-24 20:54:00,BURGLARY,FORCIBLE ENTRY,41.63863165418286,-87.89764150759906
7ff1649528,2020-06-20 23:40:00,BURGLARY,FORCIBLE ENTRY,41.76015240822685,-87.83526417704826
b7be36d4f2,2020-01-04 14:24:00,CRIMINAL DAMAGE,TO PROPERTY,41.652323477267245,-87.6687221833463
32513e347f,2020-03-20 22:48:00,ASSAULT,SIMPLE,41.84164487751005,-87.83371407855778
7456d99dd1,2017-01-12 12:59:00,THEFT,OVER $500,42.008806777600135,-87.8031289974387
93f7919d79,2017-12-30 03:16:00,CRIMINAL DAMAGE,TO PROPERTY,41.671456592035796,-87.94346953872584
6bb5444adc,2019-07-03 11:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.999257324742196,-87.70777474413376
f7c3989b30,2023-07-30 12:32:00,THEFT,OVER $500,41.812131219519145,-87.72084646905986
6ddc001fa9,2018-07-28 22:11:00,ASSAULT,AGGRAVATED,41.97226713973434,-87.55666359835632
385cb1ff9c,2017-03-09 05:59:00,BATTERY,SIMPLE,41.9454516905257,-87.58476065628776
b8fb4f2435,2021-02-05 06:51:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.87993602963911,-87.68163046175279
9741a2b3d5,2020-09-18 22:44:00,CRIMINAL DAMAGE,TO VEHICLE,41.86821100281184,-87.67108864336208
39171a91ef,2019-06-03 08:20:00,ASSAULT,AGGRAVATED,41.627342916634205,-87.58997481821103
ebba883fd2,2020-08-23 10:01:00,BURGLARY,FORCIBLE ENTRY,41.655472569068685,-87.91359949643261
2d7d960527,2023-12-23 09:01:00,CRIMINAL DAMAGE,TO PROPERTY,41.99435641426742,-87.68086733369138
84227d1e2c,2020-08-27 21:06:00,BURGLARY,FORCIBLE ENTRY,41.987704550952124,-87.54142664122206
0014e41699,2023-03-28 05:04:00,ASSAULT,AGGRAVATED,41.91348417387725,-87.61031982686855
16bc22bf07,2021-09-15 05:25:00,BURGLARY,FORCIBLE ENTRY,41.644735669109224,-87.81061911844444
cae9767851,2022-02-20 22:35:00,BURGLARY,UNLAWFUL ENTRY,41.71458911708831,-87.79564444466753
ef4c4fbfe0,2023-12-29 01:55:00,ASSAULT,SIMPLE,41.67642280423592,-87.73925826979513
d7d2d2e532,2019-12-17 00:06:00,NARCOTICS,POSS: HEROIN(WHITE),41.761532971910476,-87.80015609568615
278b25f35f,2016-07-31 04:00:00,ASSAULT,SIMPLE,41.64241816797916,-87.64407859201839
36f977d803,2020-03-28 11:14:00,NARCOTICS,POSS: HEROIN(WHITE),41.87217020975686,-87.5653221861377
d578ad21d7,2020-09-25 05:50:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.951261673976916,-87.58564420181867
7ae02057ff,2018-12-18 12:25:00,BURGLARY,UNLAWFUL ENTRY,41.77599507890133,-87.65927914010616
b16de7a456,2021-09-09 15:26:00,THEFT,$500 AND UNDER,41.97782071940574,-87.6245722124572
c80032afcf,2019-11-10 11:52:00,BURGLARY,UNLAWFUL ENTRY,41.65614427585197,-87.9080507153118
ca1cb52cad,2023-07-03 21:52:00,THEFT,OVER $500,41.691677331434676,-87.74700734244048
826876d083,2021-09-16 09:52:00,NARCOTICS,POSS: HEROIN(WHITE),41.60692304970137,-87.73854965477126
187f4339b3,2018-04-30 00:50:00,ASSAULT,AGGRAVATED,42.02039301873641,-87.79524455668863
757c2bcceb,2023-09-28 19:25:00,THEFT,OVER $500,41.73750875577955,-87.50014756695812
39d433efde,2018-12-03 09:24:00,BURGLARY,UNLAWFUL ENTRY,41.81665016011344,-87.76083851337995
7b2c21158a,2020-11-12 04:04:00,BURGLARY,UNLAWFUL ENTRY,41.69681361882109,-87.7068729258351
61c3d82ceb,2020-03-16 12:04:00,THEFT,OVER $500,41.702071933073874,-87.50128333048265
dff2faba90,2017-12-17 04:35:00,ASSAULT,SIMPLE,41.826889765295455,-87.50675945767074
f5855298da,2018-03-27 13:27:00,BURGLARY,UNLAWFUL ENTRY,41.716025076928474,-87.77616505797602
010ffbe32d,2017-05-19 22:11:00,ASSAULT,SIMPLE,41.62859430087006,-87.61587090697341
51b9ce02fd,2022-02-16 08:59:00,CRIMINAL DAMAGE,TO VEHICLE,41.63138320705565,-87.79299617201553
3f146e083e,2022-05-13 20:09:00,BURGLARY,FORCIBLE ENTRY,41.87149029415445,-87.56376246145683
f346ab1205,2016-01-03 10:08:00,BURGLARY,FORCIBLE ENTRY,41.80885646188655,-87.90863644262214
38a4adb21b,2021-08-17 09:29:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.84398180210407,-87.59118551747684
c4ea9c7363,2016-03-30 08:56:00,THEFT,$500 AND UNDER,41.64951248051366,-87.61706291881151
366159a01d,2020-12-25 10:23:00,CRIMINAL DAMAGE,TO VEHICLE,42.00890506368241,-87.54752833047127
82f9ba0db9,2023-11-14 03:04:00,THEFT,$500 AND UNDER,41.83709120415124,-87.62137431752714
2880237c7b,2021-12-27 11:49:00,BURGLARY,FORCIBLE ENTRY,41.726723916710604,-87.89767188874812
8dec305687,2021-03-12 00:26:00,THEFT,$500 AND UNDER,41.91522537182995,-87.84915729406922
e416add25f,2016-04-25 09:44:00,ASSAULT,AGGRAVATED,41.85107631369476,-87.87856944072321
96529097c3,2016-11-15 19:18:00,THEFT,$500 AND UNDER,41.72116199826267,-87.63312284370922
0394a96413,2021-09-11 16:34:00,THEFT,$500 AND UNDER,41.97587648490148,-87.5130080450747
07f61a6303,2016-02-27 13:50:00,BATTERY,SIMPLE,42.01576481640096,-87.54794937360617
6038a5824b,2019-01-09 19:24:00,NARCOTICS,POSS: HEROIN(WHITE),41.62286948076699,-87.89907942068933
0c8b55c490,2018-11-04 18:35:00,BURGLARY,UNLAWFUL ENTRY,41.61448400074848,-87.65108451685934
8b398f2969,2020-01-18 20:28:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.870010646487046,-87.55106319357519
d6892e6ee4,2019-04-10 21:48:00,BATTERY,SIMPLE,41.60968419928276,-87.68025256616565
89dfe23b7f,2019-08-22 17:06:00,CRIMINAL DAMAGE,TO VEHICLE,41.815560428120136,-87.717835978049
9654296edd,2018-12-30 20:35:00,BURGLARY,UNLAWFUL ENTRY,42.00913949896918,-87.87058974277535
a5df4c8568,2021-07-20 00:30:00,CRIMINAL DAMAGE,TO PROPERTY,41.76336009391795,-87.62802154901031
55d763f3a6,2019-01-28 03:36:00,BURGLARY,UNLAWFUL ENTRY,41.828401546994165,-87.65922721168074
3f3adf9c9a,2019-12-14 03:54:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.84881438761888,-87.60854118431509
118491a276,2019-06-05 04:26:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.99991762844988,-87.52762468630586
ed43fc1b66,2020-09-13 21:32:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,42.01510700922637,-87.59133874173428
a3c8be5cb1,2016-05-20 21:54:00,CRIMINAL DAMAGE,TO PROPERTY,41.708489919543446,-87.91145194634048
a6ef6341c9,2018-04-29 17:47:00,CRIMINAL DAMAGE,TO PROPERTY,41.79788042672623,-87.79294302947139
bdbd92c520,2017-12-13 10:00:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.85339034160554,-87.74846003743666
6cdb05aa67,2023-05-04 20:53:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.90434938890057,-87.84806106473987
c7e31cbcc5,2019-01-21 06:04:00,ASSAULT,AGGRAVATED,41.60277078264454,-87.5327639412016
0d4c647ac0,2019-11-09 17:16:00,CRIMINAL DAMAGE,TO VEHICLE,41.8379689977966,-87.72419144342135
06e8e4257e,2022-12-13 05:45:00,ASSAULT,AGGRAVATED,41.908607293465586,-87.93136956324336
ee45ba6789,2022-01-11 22:06:00,NARCOTICS,POSS: HEROIN(WHITE),41.92980177188031,-87.57808254428882
82cad50561,2023-09-12 05:50:00,THEFT,$500 AND UNDER,41.713773410546644,-87.55943695540833
2253af7ea4,2017-10-14 02:41:00,ASSAULT,AGGRAVATED,41.95438395611968,-87.53691288030676
e7f0438f22,2016-07-21 19:58:00,BURGLARY,UNLAWFUL ENTRY,41.902845309524125,-87.77710594400163
b07eaaab39,2022-01-12 15:49:00,BATTERY,SIMPLE,41.72805206905303,-87.50267547571313
b7b52186ab,2016-09-16 17:11:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.710932872494595,-87.7806317483851
db264697ae,2022-06-05 11:23:00,CRIMINAL DAMAGE,TO PROPERTY,42.02079506887451,-87.83832177329077
69b337689e,2023-11-25 18:25:00,BURGLARY,FORCIBLE ENTRY,41.94282649193283,-87.89025080487963
4af90ee09d,2023-07-07 10:30:00,CRIMINAL DAMAGE,TO VEHICLE,42.04909163622617,-87.84321654934546
23976565df,2018-03-02 08:35:00,BURGLARY,UNLAWFUL ENTRY,41.73343842474933,-87.93333276033019
cbf07be6b5,2022-12-30 17:29:00,NARCOTICS,POSS: HEROIN(WHITE),41.79251454990581,-87.61855039093845
64e62ef007,2022-12-12 11:53:00,ASSAULT,AGGRAVATED,41.689968958419925,-87.7823352973553
2abffaa3c8,2022-09-15 06:51:00,ASSAULT,AGGRAVATED,41.8269840861429,-87.94426340472744
dd03432510,2022-07-12 00:26:00,NARCOTICS,POSS: HEROIN(WHITE),41.99418038369771,-87.78020399101659
e155f4fb12,2017-10-29 07:53:00,NARCOTICS,POSS: HEROIN(WHITE),41.82176559626375,-87.56604654477201
73ddab9862,2016-02-07 03:06:00,ASSAULT,AGGRAVATED,41.77434063251485,-87.55837338591022
af3868be14,2017-10-16 14:11:00,ASSAULT,SIMPLE,41.625608573710004,-87.74037629814823
f5fff7cc93,2021-08-15 06:13:00,CRIMINAL DAMAGE,TO PROPERTY,41.93518726433268,-87.73382006918335
5dbe6be4a5,2022-08-14 12:32:00,BATTERY,SIMPLE,41.70752682935587,-87.79800004545203
52f395b1ce,2022-07-22 21:32:00,NARCOTICS,POSS: HEROIN(WHITE),41.8036580872977,-87.6514700926638
ae5da8cdae,2016-09-05 21:13:00,ASSAULT,SIMPLE,41.981451044162256,-87.86069328224495
5d5311da4e,2017-04-02 22:21:00,CRIMINAL DAMAGE,TO VEHICLE,41.76240961933611,-87.77091824531612
655e673953,2022-05-26 15:53:00,THEFT,OVER $500,41.9858698168767,-87.77850180225686
5b99622ae6,2017-05-08 17:08:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,42.005805516800926,-87.93836973512116
5bf9a65ce0,2016-05-13 22:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.65750215859924,-87.58310067469023
1cf4f4eaaf,2016-07-24 16:18:00,CRIMINAL DAMAGE,TO PROPERTY,42.0041277877094,-87.52158948234167
fba81aa5c5,2018-02-25 08:45:00,BURGLARY,FORCIBLE ENTRY,41.94993683056469,-87.51218662962555
fbf03dfe3d,2018-03-12 18:33:00,THEFT,$500 AND UNDER,41.69196511887796,-87.56573694593531
0496bfa252,2019-08-05 20:10:00,THEFT,OVER $500,41.60976544709146,-87.79030193086008
5a70c3121a,2022-09-11 21:18:00,BURGLARY,FORCIBLE ENTRY,41.897889141047166,-87.51952178430763
75d116c7a9,2017-09-10 12:55:00,THEFT,OVER $500,41.68501345674337,-87.51653450828503
1c269bc869,2017-08-04 00:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.64109194249087,-87.56801240835473
838b93430a,2018-01-11 10:12:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.638602104899896,-87.70038111119217
daee879f50,2017-08-16 23:39:00,THEFT,$500 AND UNDER,41.81194771998914,-87.75852554069932
4ca02094a2,2019-08-19 04:11:00,THEFT,$500 AND UNDER,41.811365338343506,-87.72911471145746
13bf5ee7b6,2020-03-20 18:08:00,THEFT,$500 AND UNDER,41.736271924560945,-87.67225083276321
6e445870f4,2016-08-03 04:30:00,THEFT,OVER $500,41.9354758264518,-87.92812250284003
29f20b58ad,2023-07-31 02:43:00,NARCOTICS,POSS: HEROIN(WHITE),41.87757611816983,-87.71330136856467
2fbc2b7242,2018-11-10 01:53:00,CRIMINAL DAMAGE,TO VEHICLE,41.613494031939254,-87.67095012183474
3e42177c9f,2017-08-05 08:00:00,ASSAULT,AGGRAVATED,41.945881430806125,-87.7157721342383
b9bc283910,2018-07-28 22:21:00,NARCOTICS,POSS: HEROIN(WHITE),41.6185284822973,-87.90441659422372
58da3176f4,2019-12-07 04:25:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.61397188520925,-87.65673218075726
8f017f9062,2017-08-23 08:55:00,THEFT,$500 AND UNDER,41.66210133520723,-87.70284881573643
b3f380fa1f,2019-04-06 14:17:00,BATTERY,SIMPLE,41.94933069468478,-87.84011578585024
bd649f52d2,2019-09-09 08:12:00,CRIMINAL DAMAGE,TO PROPERTY,41.97542366393309,-87.6114638469653
eed3b8584e,2021-10-18 06:28:00,ASSAULT,SIMPLE,41.67058914209739,-87.8068098651544
4f4b68bc89,2021-07-10 18:21:00,BURGLARY,UNLAWFUL ENTRY,41.90223042709244,-87.80184995868402
69cf2de06e,2018-03-15 06:34:00,BURGLARY,FORCIBLE ENTRY,41.98328168757823,-87.53510117125676
5c4fd28dbd,2023-12-10 03:13:00,CRIMINAL DAMAGE,TO VEHICLE,41.632832203797406,-87.80686817114129
2cbbec2c48,2016-09-08 18:34:00,CRIMINAL DAMAGE,TO VEHICLE,42.04761623583681,-87.72095403329779
6788a227b8,2016-08-25 21:25:00,BURGLARY,UNLAWFUL ENTRY,42.0373840596422,-87.87119275649253
e2395efcdf,2023-01-14 22:02:00,BURGLARY,FORCIBLE ENTRY,41.67478609023478,-87.65451266242201
37d453bcce,2017-06-22 10:34:00,BURGLARY,FORCIBLE ENTRY,41.67988186969859,-87.65016367882565
c2b0955f0d,2018-05-20 23:10:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.91563734241315,-87.75519472037158
bee3bc180b,2023-06-06 05:50:00,ASSAULT,AGGRAVATED,42.02944273063231,-87.658994040906
23da9115e3,2021-06-22 15:16:00,BURGLARY,FORCIBLE ENTRY,41.969471673454116,-87.56174029891918
618c337445,2021-05-13 23:46:00,BURGLARY,FORCIBLE ENTRY,41.65711099227697,-87.54201127848766
a09c2a39b3,2019-09-15 09:04:00,CRIMINAL DAMAGE,TO VEHICLE,41.65576151894916,-87.60842624409186
d1d07965f2,2017-05-01 00:28:00,BATTERY,SIMPLE,41.94695567454983,-87.8609627611185
fb4fbb939c,2016-06-11 04:32:00,CRIMINAL DAMAGE,TO VEHICLE,41.65561838079541,-87.77217135826588
01bdd56533,2023-03-13 04:27:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.79811943401923,-87.92692420451208
902cbc82ee,2018-06-18 20:44:00,THEFT,OVER $500,41.94940238728924,-87.6233806934284
59a59d4695,2020-12-10 10:41:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.65444650949978,-87.74634336278895
2f607354e8,2018-08-20 15:39:00,ASSAULT,SIMPLE,42.0067395459607,-87.76739920191953
6a206df362,2017-11-18 02:53:00,NARCOTICS,POSS: HEROIN(WHITE),41.88676889884528,-87.60099390535154
0f94b98ef9,2021-04-22 14:56:00,BURGLARY,FORCIBLE ENTRY,41.768891761001846,-87.77529663619924
8f7c8c6d91,2016-12-30 00:27:00,BURGLARY,FORCIBLE ENTRY,41.74724723771866,-87.70217353184852
60b83d1a5f,2021-07-14 09:10:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.83798400964756,-87.6918378996314
9070c99caf,2022-10-28 17:59:00,NARCOTICS,POSS: HEROIN(WHITE),41.99994351826149,-87.88865882811905
0dab95cd4d,2020-11-15 23:42:00,BURGLARY,FORCIBLE ENTRY,41.72796771722863,-87.58147139119669
22a43bf976,2022-09-08 06:46:00,THEFT,$500 AND UNDER,41.63578189878108,-87.72987405023657
4065d6f7a3,2017-04-10 14:15:00,BATTERY,SIMPLE,41.973542701469846,-87.8118335550162
0f2a5c7128,2021-04-17 15:10:00,CRIMINAL DAMAGE,TO PROPERTY,41.812253441976615,-87.94235959470524
0ae0c9c50e,2017-09-02 22:21:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.68949169967679,-87.54095725605522
9e0c39af31,2020-10-10 17:24:00,CRIMINAL DAMAGE,TO PROPERTY,41.89338288493876,-87.81852444574292
ccb99e6dbb,2016-10-08 00:37:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.77872772164772,-87.54221483773178
242236fbef,2020-03-12 22:33:00,ASSAULT,AGGRAVATED,41.73468586136213,-87.63071647723822
